budget,original_title,popularity,release_date,runtime,title,revenue,month_release_date,year_release_date,disney_production_company,twenty_century_fox_production_company,warner_bros_production_company,nbcuniversal_production_company,sony_pictures_production_company,paramount_pictures_production_company,top_twenty_keywords,top_twenty_influential_actors,genre_action,genre_adventure,genre_animation,genre_comedy,genre_crime,genre_documentary,genre_drama,genre_family,genre_fantasy,genre_foreign,genre_history,genre_horror,genre_music,genre_mystery,genre_romance,genre_science_fiction,genre_tv_movie,genre_thriller,genre_war,genre_western,status_released,status_rumored,crew_department_actors,crew_department_art,crew_department_camera,crew_department_costume_&_make-up,crew_department_crew,crew_department_directing,crew_department_editing,crew_department_lighting,crew_department_production,crew_department_sound,crew_department_visual_effects,crew_department_writing
22000000,Sudden Impact,9.737907,1983-12-07,117.0,Sudden Impact,67642693,12,1983,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1
700000,Grand Hotel,11.118844000000001,2032-05-25,112.0,Grand Hotel,2594000,5,2032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1
1700000,Battle for the Planet of the Apes,11.644764,1973-06-15,93.0,Battle for the Planet of the Apes,8844595,6,1973,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1
0,Creature from the Black Lagoon,7.390658,2054-03-05,79.0,Creature from the Black Lagoon,1300000,3,2054,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1
15000000,Club Paradise,4.079853,1986-07-11,96.0,Club Paradise,12308521,7,1986,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1
8000000,A Passage to India,11.842837,1984-12-14,163.0,A Passage to India,27187653,12,1984,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
45000000,Deep Rising,6.922458,1998-01-30,106.0,Deep Rising,11203026,1,1998,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1
40000000,Vantage Point,7.001645,2008-02-01,90.0,Vantage Point,151161491,2,2008,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1
24000000,The Wiz,4.233080999999999,1978-10-24,134.0,The Wiz,21049053,10,1978,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1
20500000,Jaws 3-D,16.603041,1983-03-16,99.0,Jaws 3-D,87987055,3,1983,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1
28000000,Dracula 2000,6.000716000000001,2000-12-22,99.0,Dracula 2000,33000337,12,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1
10700000,"Car 54, Where Are You?",1.0607090000000001,1994-01-28,89.0,"Car 54, Where Are You?",1238080,1,1994,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
0,Phantoms,10.754614,1998-01-23,91.0,Phantoms,5624282,1,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1
35000000,Warm Bodies,10.430238000000001,2013-01-31,97.0,Warm Bodies,116980662,1,2013,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,1
0,Sleepwalking,11.823889,2008-01-14,101.0,Sleepwalking,204660,1,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
44000000,Heaven's Gate,4.393576,1980-11-19,219.0,Heaven's Gate,3484331,11,1980,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1
18000000,RockNRolla,7.263988,2008-09-04,114.0,RockNRolla,25739015,9,2008,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1
25000000,Kiss of the Dragon,7.637345,2001-07-06,98.0,Kiss of the Dragon,64437847,7,2001,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1
0,Terri,2.69722,2011-07-01,105.0,Terri,144633,7,2011,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1
7000000,The Cat's Meow,13.546984,2001-08-03,114.0,The Cat's Meow,3646994,8,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1
61000000,Gone Girl,154.80100900000002,2014-10-01,145.0,Gone Girl,369330363,10,2014,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1
3900000,A Man for All Seasons,6.9978880000000006,2066-12-12,120.0,A Man for All Seasons,28350000,12,2066,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1
30000000,Identity,17.955897,2003-04-25,90.0,Identity,90259536,4,2003,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1
5000000,Incarnate,15.909181,2016-12-01,91.0,Incarnate,6341855,12,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1
5000000,The Elephant Man,8.405672000000001,1980-10-02,124.0,The Elephant Man,26010864,10,1980,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
2200000,Friday the 13th: A New Beginning,9.094477000000001,1985-03-22,92.0,Friday the 13th: A New Beginning,21930418,3,1985,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1
8000000,Used Cars,6.963023,1980-07-11,113.0,Used Cars,11715321,7,1980,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1
30000000,Idiocracy,12.130803,2006-09-01,84.0,Idiocracy,495303,9,2006,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
110000000,San Andreas,20.547925,2015-05-27,114.0,San Andreas,470490832,5,2015,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
65000000,Blade: Trinity,18.860681,2004-12-08,123.0,Blade: Trinity,128905366,12,2004,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
0,Paranoid Park,6.198003,2007-05-21,85.0,Paranoid Park,486021,5,2007,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1
0,Eden Lake,12.515435,2008-09-12,91.0,Eden Lake,3983997,9,2008,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
0,Little Manhattan,9.394353,2005-09-30,84.0,Little Manhattan,1117920,9,2005,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1
25000000,The Eagle,6.196929,2011-02-08,114.0,The Eagle,27122040,2,2011,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
0,Shoot the Moon,1.194891,1982-01-22,124.0,Shoot the Moon,8100000,1,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
150000000,Transformers: Revenge of the Fallen,4.351756,2009-06-19,150.0,Transformers: Revenge of the Fallen,836297228,6,2009,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1
120000000,The Green Hornet,7.888013000000001,2011-01-12,119.0,The Green Hornet,227817248,1,2011,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1
0,Rooster Cogburn,12.140407000000002,1975-10-17,108.0,Rooster Cogburn,8022000,10,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1
1200000,But I'm a Cheerleader,4.928139,1999-09-12,85.0,But I'm a Cheerleader,2600000,9,1999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
35000000,Ghost Ship,13.955376000000001,2002-10-25,91.0,Ghost Ship,68349884,10,2002,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
30000000,The Vow,9.524298,2012-02-05,104.0,The Vow,196114570,2,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
7000000,Action Jackson,14.054862,1988-02-12,96.0,Action Jackson,20256975,2,1988,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1
40000000,Lone Survivor,10.855502,2013-12-24,121.0,Lone Survivor,149295601,12,2013,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1
1,East of Eden,6.4288300000000005,2055-03-09,115.0,East of Eden,5,3,2055,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1
80000000,Zookeeper,11.341084,2011-07-06,102.0,Zookeeper,169852759,7,2011,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1
6000000,Orca: The Killer Whale,5.2534529999999995,1977-07-22,92.0,Orca: The Killer Whale,14717854,7,1977,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1
30000000,Anonymous,13.413895000000002,2011-10-21,130.0,Anonymous,15395087,10,2011,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,The Comedians,2.86317,2067-10-31,152.0,The Comedians,5200000,10,2067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
38000000,Pulse,10.307277000000001,2006-08-11,90.0,Pulse,29907685,8,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1
55000000,Turbulence,5.304043,1997-01-09,100.0,Turbulence,11466088,1,1997,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1
30000000,Love & Other Drugs,7.575696000000001,2010-11-22,112.0,Love & Other Drugs,102820008,11,2010,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1
85000000,Memoirs of a Geisha,7.680762,2005-12-06,145.0,Memoirs of a Geisha,162242962,12,2005,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1
0,The Satanic Rites of Dracula,2.067929,1973-11-03,87.0,The Satanic Rites of Dracula,544476,11,1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1
0,Stir Crazy,6.481464,1980-12-12,111.0,Stir Crazy,101300000,12,1980,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1
11000000,Empire State,9.003792,2013-09-03,94.0,Empire State,3639345,9,2013,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1
0,American Warships,3.985291,2012-05-15,90.0,American Warships,1000000,5,2012,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
35000000,Hannah Montana: The Movie,6.332878,2009-04-10,102.0,Hannah Montana: The Movie,155545279,4,2009,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1
0,All Night Long,0.708186,1981-03-06,87.0,All Night Long,10000000,3,1981,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1
250000,The Canyons,4.281631,2013-07-29,99.0,The Canyons,56825,7,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
11000000,Tracers,9.056173,2015-01-15,94.0,Tracers,593683,1,2015,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1
1200000,The Trouble with Harry,6.486117,2055-10-03,99.0,The Trouble with Harry,7000000,10,2055,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1
16000000,The Women,6.62363,2008-09-12,114.0,The Women,50007546,9,2008,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,Thumbsucker,5.884228,2005-01-23,96.0,Thumbsucker,1919197,1,2005,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1
35000000,Stolen,7.759428999999999,2012-05-17,96.0,Stolen,2106557,5,2012,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1
23000000,Marvin's Room,5.307983999999999,1996-12-18,98.0,Marvin's Room,12803305,12,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1
20000000,Never Back Down,14.753931,2008-03-04,115.0,Never Back Down,41627431,3,2008,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
0,Lady Macbeth,9.732026,2017-01-20,89.0,Lady Macbeth,923,1,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1
37000000,The Princess Diaries,7.387171,2001-08-03,115.0,The Princess Diaries,165335153,8,2001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1
12000000,Running with Scissors,4.926507,2006-10-27,116.0,Running with Scissors,6754898,10,2006,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1
2883848,Some Like It Hot,11.845107,2059-03-18,122.0,Some Like It Hot,25000000,3,2059,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1
800000,The Disappearance of Alice Creed,7.271526,2009-09-12,100.0,The Disappearance of Alice Creed,867714,9,2009,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
116000000,Dante's Peak,7.240753,1997-02-07,108.0,Dante's Peak,178127760,2,1997,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
20000000,Bringing Down the House,5.762343,2003-03-07,105.0,Bringing Down the House,132675402,3,2003,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1
21000000,The Beaver,5.484379,2011-02-11,91.0,The Beaver,970816,2,2011,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1
55000000,All the King's Men,7.991167999999999,2006-09-10,125.0,All the King's Men,9450897,9,2006,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1
5000000,Paranormal Activity 3,10.996308,2011-10-19,83.0,Paranormal Activity 3,205703818,10,2011,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1
44000000,Sleepers,9.198283,1996-10-18,147.0,Sleepers,165615285,10,1996,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1
31000000,Frequency,10.163266,2000-04-28,118.0,Frequency,68106245,4,2000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
165000000,Wreck-It Ralph,13.697597,2012-11-01,108.0,Wreck-It Ralph,471222889,11,2012,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1
50000000,Planes: Fire & Rescue,7.579855,2014-07-17,83.0,Planes: Fire & Rescue,151165787,7,2014,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1
190000000,Tomorrowland,22.296076,2015-05-19,130.0,Tomorrowland,209154322,5,2015,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
85000000,Surf's Up,11.526339,2007-06-08,85.0,Surf's Up,149044513,6,2007,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1
62000000,Lolita,10.618141,1997-09-27,137.0,Lolita,1060056,9,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1
55000000,The Fan,12.202063,1996-08-15,116.0,The Fan,18626419,8,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1
50000000,The Nice Guys,16.075615,2016-05-15,116.0,The Nice Guys,62788218,5,2016,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1
125000000,Trolls,16.83711,2016-10-13,92.0,Trolls,346864462,10,2016,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1
45000000,Miss Congeniality,9.510762,2000-12-14,111.0,Miss Congeniality,212000000,12,2000,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1
0,The Man Who Knew Infinity,8.445423,2016-04-08,108.0,The Man Who Knew Infinity,11472454,4,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
30000000,The Family,8.047735000000001,2013-09-13,111.0,The Family,36894225,9,2013,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
70000000,The Prince of Egypt,11.898185,1998-12-15,99.0,The Prince of Egypt,218613188,12,1998,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1
13000000,Miss Sloane,14.017754,2016-11-25,132.0,Miss Sloane,3500605,11,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
13000000,The Call,8.611077,2013-03-14,94.0,The Call,68572378,3,2013,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1
15000000,10 Cloverfield Lane,14.421528,2016-03-10,103.0,10 Cloverfield Lane,108286421,3,2016,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
0,Proof,2.616309,1991-08-15,86.0,Proof,524668,8,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1
40000000,Sweet November,14.840318,2001-02-16,119.0,Sweet November,65754228,2,2001,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1
0,The Babe,4.337214,1992-04-17,115.0,The Babe,17530973,4,1992,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1
40000000,In the Line of Fire,12.637158,1993-07-08,128.0,In the Line of Fire,176997168,7,1993,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1
2800000,Private Lessons,8.173864,1981-08-21,87.0,Private Lessons,26279000,8,1981,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1
700000,Videocracy,0.7128439999999999,2009-09-04,85.0,Videocracy,1179676,9,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
32000000,The Physician,13.332386999999999,2013-12-25,155.0,The Physician,57284237,12,2013,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1
24000000,I Don't Know How She Does It,6.562982000000001,2011-09-16,89.0,I Don't Know How She Does It,30551495,9,2011,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
0,D.A.R.Y.L.,5.385862,1985-06-14,100.0,D.A.R.Y.L.,7840873,6,1985,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,1
270000000,Superman Returns,13.284711999999999,2006-06-28,154.0,Superman Returns,391081192,6,2006,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1
46000000,Shaft,7.420019,2000-06-15,99.0,Shaft,107196498,6,2000,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1
60000000,Priest,8.259952,2011-05-05,87.0,Priest,78309131,5,2011,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1
